PERMIT_NUMBER,  PERMIT_TYPE,         ISSUE_DATE,        ESTIMATED_COST,         AMOUNT_WAIVED,   AMOUNT_PAID,    TOTAL_FEE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,  SUFFIX,CONTRACTOR_1_TYPE,CONTRACTOR_1_NAME,CONTRACTOR_1_ADDRESS,CONTRACTOR_1_CITY,CONTRACTOR_1_STATE,CONTRACTOR_1_ZIPCODE,CONTRACTOR_1_PHONE,CONTRACTOR_2_TYPE,CONTRACTOR_2_NAME,CONTRACTOR_2_ADDRESS,CONTRACTOR_2_CITY,CONTRACTOR_2_STATE,CONTRACTOR_2_ZIPCODE,CONTRACTOR_2_PHONE,CONTRACTOR_3_TYPE,CONTRACTOR_3_NAME,CONTRACTOR_3_ADDRESS,CONTRACTOR_3_CITY,CONTRACTOR_3_STATE,CONTRACTOR_3_ZIPCODE,Latitude,Longitude,CONTRACTOR_3_PHONE,LOCATION
100754928,PERMIT - ELECTRIC WIRING,4/2/2018,$750.00 ,$0.00 ,$75.00 ,$75.00 ,5429,S,ASHLAND,AVE,CONTRACTOR-ELECTRICAL,ARC 1 ELECTRIC INC.,7707 W 98TH STREET,HICKORY HILLS,IL,60457-,(708)599-1010 x,,,,,,,,,,,,,,41.7949688,-87.6644634,,"(41.79496879881917, -87.66446339835657)"
100754931,PERMIT - ELECTRIC WIRING,4/2/2018,"$8,000.00 ",$0.00 ,$75.00 ,$75.00 ,6454,N,OLYMPIA,AVE,CONTRACTOR-ELECTRICAL,ARC 1 ELECTRIC INC.,7707 W 98TH STREET,HICKORY HILLS,IL,60457-,(708)599-1010 x,,,,,,,,,,,,,,41.99813481,-87.81797942,,"(41.99813480995188, -87.81797941637127)"
100754953,PERMIT - ELECTRIC WIRING,4/2/2018,$600.00 ,$0.00 ,$75.00 ,$75.00 ,7400,S,UNION,AVE,CONTRACTOR-ELECTRICAL,"A VET COMMUNICATIONS, INC.",944 N. DAMEN AVE,CHICAGO,IL,60622-,(708)466-9010 x,,,,,,,,,,,,,,41.75969687,-87.64198027,,"(41.759696869775, -87.6419802681761)"
100738257,PERMIT - ELECTRIC WIRING,4/1/2018,$150.00 ,$0.00 ,$75.00 ,$75.00 ,122,S,MICHIGAN,AVE,CONTRACTOR-ELECTRICAL,DAX ELECTRIC INC.,4833 W. GREGORY ST.,CHICAGO,IL,60630-,(773)718-1238 x,,,,,,,,,,,,,,41.88026337,-87.62450498,,"(41.88026337218459, -87.62450498038699)"
100738258,PERMIT - ELECTRIC WIRING,4/1/2018,$150.00 ,$0.00 ,$75.00 ,$75.00 ,122,S,MICHIGAN,AVE,CONTRACTOR-ELECTRICAL,DAX ELECTRIC INC.,4833 W. GREGORY ST.,CHICAGO,IL,60630-,(773)718-1238 x,,,,,,,,,,,,,,41.88026337,-87.62450498,,"(41.88026337218459, -87.62450498038699)"
100738256,PERMIT - ELECTRIC WIRING,4/1/2018,$150.00 ,$0.00 ,$75.00 ,$75.00 ,122,S,MICHIGAN,AVE,CONTRACTOR-ELECTRICAL,DAX ELECTRIC INC.,4833 W. GREGORY ST.,CHICAGO,IL,60630-,(773)718-1238 x,,,,,,,,,,,,,,41.88026337,-87.62450498,,"(41.88026337218459, -87.62450498038699)"
100738260,PERMIT - ELECTRIC WIRING,4/1/2018,$150.00 ,$0.00 ,$75.00 ,$75.00 ,122,S,MICHIGAN,AVE,CONTRACTOR-ELECTRICAL,DAX ELECTRIC INC.,4833 W. GREGORY ST.,CHICAGO,IL,60630-,(773)718-1238 x,,,,,,,,,,,,,,41.88026337,-87.62450498,,"(41.88026337218459, -87.62450498038699)"
100738262,PERMIT - ELECTRIC WIRING,4/1/2018,$150.00 ,$0.00 ,$75.00 ,$75.00 ,122,S,MICHIGAN,AVE,CONTRACTOR-ELECTRICAL,DAX ELECTRIC INC.,4833 W. GREGORY ST.,CHICAGO,IL,60630-,(773)718-1238 x,,,,,,,,,,,,,,41.88026337,-87.62450498,,"(41.88026337218459, -87.62450498038699)"
100738263,PERMIT - ELECTRIC WIRING,4/1/2018,$150.00 ,$0.00 ,$75.00 ,$75.00 ,322,S,MICHIGAN,AVE,CONTRACTOR-ELECTRICAL,DAX ELECTRIC INC.,4833 W. GREGORY ST.,CHICAGO,IL,60630-,(773)718-1238 x,,,,,,,,,,,,,,41.87770853,-87.6244525,,"(41.87770853428901, -87.62445249868954)"
100738264,PERMIT - ELECTRIC WIRING,4/1/2018,$150.00 ,$0.00 ,$75.00 ,$75.00 ,322,S,MICHIGAN,AVE,CONTRACTOR-ELECTRICAL,DAX ELECTRIC INC.,4833 W. GREGORY ST.,CHICAGO,IL,60630-,(773)718-1238 x,,,,,,,,,,,,,,41.87770853,-87.6244525,,"(41.87770853428901, -87.62445249868954)"
100738265,PERMIT - ELECTRIC WIRING,4/1/2018,$150.00 ,$0.00 ,$75.00 ,$75.00 ,322,S,MICHIGAN,AVE,CONTRACTOR-ELECTRICAL,DAX ELECTRIC INC.,4833 W. GREGORY ST.,CHICAGO,IL,60630-,(773)718-1238 x,,,,,,,,,,,,,,41.87770853,-87.6244525,,"(41.87770853428901, -87.62445249868954)"
100749931,PERMIT - ELECTRIC WIRING,4/1/2018,$150.00 ,$0.00 ,$75.00 ,$75.00 ,122,S,MICHIGAN,AVE,CONTRACTOR-ELECTRICAL,DAX ELECTRIC INC.,4833 W. GREGORY ST.,CHICAGO,IL,60630-,(773)718-1238 x,,,,,,,,,,,,,,41.88026337,-87.62450498,,"(41.88026337218459, -87.62450498038699)"
100749932,PERMIT - ELECTRIC WIRING,4/1/2018,$150.00 ,$0.00 ,$75.00 ,$75.00 ,122,S,MICHIGAN,AVE,CONTRACTOR-ELECTRICAL,DAX ELECTRIC INC.,4833 W. GREGORY ST.,CHICAGO,IL,60630-,(773)718-1238 x,,,,,,,,,,,,,,41.88026337,-87.62450498,,"(41.88026337218459, -87.62450498038699)"
100749933,PERMIT - ELECTRIC WIRING,4/1/2018,$150.00 ,$0.00 ,$75.00 ,$75.00 ,122,S,MICHIGAN,AVE,CONTRACTOR-ELECTRICAL,DAX ELECTRIC INC.,4833 W. GREGORY ST.,CHICAGO,IL,60630-,(773)718-1238 x,,,,,,,,,,,,,,41.88026337,-87.62450498,,"(41.88026337218459, -87.62450498038699)"
100749934,PERMIT - ELECTRIC WIRING,4/1/2018,$150.00 ,$0.00 ,$75.00 ,$75.00 ,122,S,MICHIGAN,AVE,CONTRACTOR-ELECTRICAL,DAX ELECTRIC INC.,4833 W. GREGORY ST.,CHICAGO,IL,60630-,(773)718-1238 x,,,,,,,,,,,,,,41.88026337,-87.62450498,,"(41.88026337218459, -87.62450498038699)"
100749935,PERMIT - ELECTRIC WIRING,4/1/2018,$150.00 ,$0.00 ,$75.00 ,$75.00 ,122,S,MICHIGAN,AVE,CONTRACTOR-ELECTRICAL,DAX ELECTRIC INC.,4833 W. GREGORY ST.,CHICAGO,IL,60630-,(773)718-1238 x,,,,,,,,,,,,,,41.88026337,-87.62450498,,"(41.88026337218459, -87.62450498038699)"
100749936,PERMIT - ELECTRIC WIRING,4/1/2018,$150.00 ,$0.00 ,$75.00 ,$75.00 ,122,S,MICHIGAN,AVE,CONTRACTOR-ELECTRICAL,DAX ELECTRIC INC.,4833 W. GREGORY ST.,CHICAGO,IL,60630-,(773)718-1238 x,,,,,,,,,,,,,,41.88026337,-87.62450498,,"(41.88026337218459, -87.62450498038699)"
100749937,PERMIT - ELECTRIC WIRING,4/1/2018,$150.00 ,$0.00 ,$75.00 ,$75.00 ,322,S,MICHIGAN,AVE,CONTRACTOR-ELECTRICAL,DAX ELECTRIC INC.,4833 W. GREGORY ST.,CHICAGO,IL,60630-,(773)718-1238 x,,,,,,,,,,,,,,41.87770853,-87.6244525,,"(41.87770853428901, -87.62445249868954)"
100749938,PERMIT - ELECTRIC WIRING,4/1/2018,$150.00 ,$0.00 ,$75.00 ,$75.00 ,322,S,MICHIGAN,AVE,CONTRACTOR-ELECTRICAL,DAX ELECTRIC INC.,4833 W. GREGORY ST.,CHICAGO,IL,60630-,(773)718-1238 x,,,,,,,,,,,,,,41.87770853,-87.6244525,,"(41.87770853428901, -87.62445249868954)"
100749939,PERMIT - ELECTRIC WIRING,4/1/2018,$150.00 ,$0.00 ,$75.00 ,$75.00 ,322,S,MICHIGAN,AVE,CONTRACTOR-ELECTRICAL,DAX ELECTRIC INC.,4833 W. GREGORY ST.,CHICAGO,IL,60630-,(773)718-1238 x,,,,,,,,,,,,,,41.87770853,-87.6244525,,"(41.87770853428901, -87.62445249868954)"
100754700,PERMIT - EASY PERMIT PROCESS,4/1/2018,"$16,800.00 ",$0.00 ,$550.00 ,$550.00 ,2322,W,112TH,PL,CONTRACTOR-GENERAL CONTRACTOR,"VALUE GARAGE BUILDERS, LLC.",1455 NORTH CLARK STREET UNIT 1201,CHICAGO,IL,60610,(773)991-0283,CONTRACTOR-ELECTRICAL,ALL ELECTRIC INC.,263 W. 61ST ST,WESTMONT,IL,60559,(630)878-3507,OWNER OCCUPIED,MIKE FITZGERALD,2322 W 112TH PL,CHICAGO,IL,60643,41.68874712,-87.67989866,,"(41.688747122060406, -87.67989866307109)"
